gene,pca_1,pca_2,importance,category
2300009A05Rik,-1.4960859,1.0663062,8.605390721611618e-06,Other Genes
2310003L06Rik,0.19422011,2.3651254,3.914487336869519e-08,Other Genes
2310009B15Rik,0.45153952,0.8895172,2.5438331280327148e-05,Other Genes
2310011J03Rik,-0.07012797,-1.6715834,4.343455001849086e-05,Other Genes
2310022A10Rik,-1.0740051,0.16389991,5.411915716860214e-05,Other Genes
2310022B05Rik,0.7745741,-0.56214803,4.3340068791069e-05,Other Genes
2310030G06Rik,0.34344128,0.66501766,1.0610026893243581e-06,Other Genes
2310033P09Rik,-0.90105087,-0.71661484,3.2552914103977925e-05,Other Genes
2310057J18Rik,-0.33726078,1.3627887,2.632337141423182e-08,Other Genes
2310057M21Rik,-1.6424782,-1.2179439,4.4967249223887714e-05,Other Genes
2310061I04Rik,-0.34408873,-1.7751352,2.4945778031804204e-05,Other Genes
2410002F23Rik,0.18695106,-0.60757506,7.208809545433204e-05,Other Genes
2410004B18Rik,-0.024204327,0.34268168,2.0332840870073117e-05,Other Genes
2510002D24Rik,0.34027255,0.2013865,2.196943665214428e-05,Other Genes
2510009E07Rik,1.0416394,-2.6846786,6.20704204348518e-05,Other Genes
2510039O18Rik,-0.96963274,-0.13335219,4.857297099873872e-05,Other Genes
2610005L07Rik,-0.9761834,1.344357,0.00015310959790334016,Other Genes
2610008E11Rik,2.5438075,0.09759475,1.0409553712496594e-05,Other Genes
2610021A01Rik,0.16413558,0.74538547,2.3939546115073274e-05,Other Genes
2610028H24Rik,0.83761925,-1.009977,3.672343884733707e-07,Other Genes
2610042L04Rik,-0.4219172,-3.097346,7.405982152659743e-09,Other Genes
2610318N02Rik,-0.46271497,-2.2314622,3.6698307254189234e-05,Other Genes
2700049A03Rik,-1.1710023,1.3166182,4.1827662585712294e-05,Other Genes
2700062C07Rik,0.57642376,2.3697119,2.4834772402474747e-05,Other Genes
2700097O09Rik,0.37594724,-0.37071872,7.286692981383079e-05,Other Genes
2810021J22Rik,-1.12134,1.4495744,8.369881781174544e-06,Other Genes
2810025M15Rik,-0.91261554,1.0648769,6.180096709095208e-05,Other Genes
2810408A11Rik,0.27481914,-0.12067332,4.272962159960087e-07,Other Genes
2810459M11Rik,1.4760512,-0.12378041,6.617699967478671e-08,Other Genes
2900026A02Rik,0.2800537,-1.5750525,7.874947576415457e-06,Other Genes
3000002C10Rik,-0.6905344,-0.14458592,2.593592455436058e-05,Other Genes
3110009E18Rik,-1.4102539,-0.67590666,5.523924501291906e-06,Other Genes
3110040N11Rik,-1.3862846,1.3963782,2.881600884272812e-05,Other Genes
3110053B16Rik,-1.3750532,-0.8192501,1.3574797347909825e-06,Other Genes
3110070M22Rik,-2.6833177,0.12598558,6.851239295872174e-07,Other Genes
3300002I08Rik,-0.17551078,1.4989557,1.7206544903652035e-06,Other Genes
3425401B19Rik,-0.11797185,0.14049959,1.525877628457138e-07,Other Genes
3830403N18Rik,0.20332812,0.1060512,7.487259940587937e-05,Other Genes
3830408C21Rik,-1.0237066,0.6158159,1.4616285923707108e-06,Other Genes
4833420G17Rik,0.1313806,2.2833073,9.063286492547012e-05,Other Genes
4833439L19Rik,0.035664525,-1.6936738,8.781155890940559e-05,Other Genes
4921504E06Rik,-1.3336288,1.3167105,4.818658452213916e-09,Other Genes
4921509C19Rik,0.46566194,0.8742865,1.6078115488483825e-08,Other Genes
4921513I03Rik,-0.039201364,-0.044687085,1.5143716249139575e-07,Other Genes
4921522P10Rik,-1.776015,0.21385886,4.6790616908966123e-07,Other Genes
4921524J17Rik,-0.67853403,-0.7682376,5.527440331593316e-05,Other Genes
4921528I07Rik,-1.0556676,0.40333185,9.030496017517596e-08,Other Genes
4921536K21Rik,0.76174146,-0.28435427,7.130941666518939e-07,Other Genes
4930402F06Rik,0.6323684,1.3027668,7.22560745807486e-08,Other Genes
4930426L09Rik,-0.50144213,-0.8151965,5.257131339988379e-07,Other Genes
4930432E11Rik,-1.1128466,0.9516231,5.237181721501549e-07,Other Genes
4930433I11Rik,-0.70740855,0.4112054,1.4102584549718383e-08,Other Genes
4930438A08Rik,-0.5577176,-0.2190568,6.64222008058263e-07,Other Genes
4930444P10Rik,2.3530676,-0.42708653,1.1407026787353807e-07,Other Genes
4930447C04Rik,-1.095386,-2.5594926,1.0310456246675349e-06,Other Genes
4930448K20Rik,-0.9209978,0.05495029,3.8533832954596456e-08,Other Genes
4930453N24Rik,-0.9354331,0.025458386,0.00014309035930420983,Other Genes
4930503L19Rik,0.79566884,-0.41005567,2.5178758843774312e-05,Other Genes
4930518I15Rik,0.47058207,-0.153609,1.427645149743473e-05,Other Genes
4930519F09Rik,-2.0887132,-0.5397898,2.9579170866153324e-07,Other Genes
4930519G04Rik,1.1593134,1.0345008,8.835184834266281e-08,Other Genes
4930523C07Rik,0.6800144,-0.4298622,8.141690045583877e-06,Other Genes
4930529C04Rik,0.09825997,-0.9961997,3.590578870216728e-07,Other Genes
4930544L04Rik,-0.7715237,-0.4903196,6.750366769277241e-08,Other Genes
4930550C14Rik,-0.6914458,-2.0371878,9.815400614599681e-07,Other Genes
4930555F03Rik,-0.2689163,1.1264627,1.7825220122592684e-07,Other Genes
4930556J24Rik,-0.55984426,0.23510428,5.493290180684333e-07,Other Genes
4930558K02Rik,-0.8159098,0.7481171,3.352626696473453e-08,Other Genes
4930562C15Rik,1.4072157,0.21523635,2.0622088063202715e-06,Other Genes
4930563M21Rik,0.25830227,0.4621565,7.882044840815814e-08,Other Genes
4930564D02Rik,-2.286189,-0.37056863,4.545130916841255e-08,Other Genes
4930568D16Rik,-0.23630352,0.68358725,2.027948037132378e-08,Other Genes
4930579F01Rik,0.25814325,0.54940313,3.7478904246222244e-07,Other Genes
4930579G24Rik,-2.1709988,0.68129265,7.004225613538724e-05,Other Genes
4930597O21Rik,0.38638586,-0.4858353,2.446001992840691e-08,Other Genes
4931400O07Rik,2.3859975,0.52459574,5.678011552618076e-09,Other Genes
4931406C07Rik,1.5278323,-1.0778854,1.599129392674172e-05,Other Genes
4931414P19Rik,-0.29633105,-0.8420297,3.8551405993052505e-06,Other Genes
4931422A03Rik,-1.9827076,0.6198887,1.6736295564755093e-07,Other Genes
4931429L15Rik,-1.161973,0.4689244,4.991885054161277e-09,Other Genes
4931440P22Rik,0.30976602,-0.49535948,1.4850208222624096e-07,Other Genes
4932414N04Rik,-1.2368829,1.2212272,1.4029550347170876e-06,Other Genes
4932416K20Rik,-0.16992505,-0.0013656181,1.811844755574589e-08,Other Genes
4933402D24Rik,1.3350753,-0.6683056,4.298795848543151e-07,Other Genes
4933402N03Rik,-0.50918007,1.5235205,1.414952898679047e-08,Other Genes
4933407L21Rik,-0.6834409,-1.000547,3.1535332472638117e-07,Other Genes
4933411K16Rik,0.8163708,0.20510839,7.177165094760203e-09,Other Genes
4933427D06Rik,0.08989693,2.6024833,8.604345803739434e-08,Other Genes
4933427D14Rik,-1.0114951,-0.5415317,1.8020325280961848e-05,Other Genes
4933427G23Rik,-1.725594,-1.1885413,1.333501468339946e-06,Other Genes
4933428G20Rik,-0.88299143,0.48834813,1.8959330111426038e-07,Other Genes
4933430I17Rik,-1.6352224,-0.39440757,5.737519286366872e-07,Other Genes
4933434E20Rik,0.58970016,0.05741086,0.0033029336953528275,Other Genes
5031439G07Rik,-1.0707166,0.104941,5.903134495237051e-05,Other Genes
5530401A14Rik,-0.77692413,-1.1261467,1.8120446813119893e-07,Other Genes
5730409E04Rik,-1.5723798,-0.7714151,6.885926699094987e-06,Other Genes
5730416F02Rik,0.1878743,-0.9661628,2.0786504503720015e-07,Other Genes
5730455P16Rik,0.527454,0.46166462,5.0718645668052306e-05,Other Genes
5730507C01Rik,-0.16417207,0.019580027,3.5936222668241917e-07,Other Genes
5730522E02Rik,0.75922257,-0.8579732,1.5263574622765275e-08,Other Genes
5830417I10Rik,1.6178796,-0.8109084,1.408773839488569e-05,Other Genes
6030445D17Rik,-0.055416957,-0.9554523,1.352901863845664e-07,Other Genes
6030458C11Rik,0.43153542,-1.0943242,5.422883588193303e-05,Other Genes
6030468B19Rik,0.13806166,0.39842942,3.848021832274473e-07,Other Genes
6030498E09Rik,0.44456142,1.4314085,3.0450860927735984e-08,Other Genes
6330549D23Rik,-0.45642227,-0.91492313,2.495876247660224e-06,Other Genes
6430548M08Rik,-1.0022839,1.4305283,1.804616203614519e-05,Other Genes
6430550D23Rik,-0.11123462,0.37190878,2.737054873183649e-06,Other Genes
6430571L13Rik,-0.34239176,-0.3187298,2.3064834311281212e-08,Other Genes
6820431F20Rik,2.2783897,0.5324109,5.9184470381552686e-05,Other Genes
9030624G23Rik,-1.0370364,-2.2370577,1.1082023080281429e-07,Other Genes
9130008F23Rik,-0.012162818,-0.8244891,7.399162861131347e-06,Other Genes
9130230L23Rik,0.49063492,0.61236155,1.8195682769135532e-05,Other Genes
9230109A22Rik,-0.67833126,-0.21163799,3.8308866333577275e-07,Other Genes
9230112D13Rik,1.0244434,0.44395643,5.749044137050948e-07,Other Genes
9330159F19Rik,-1.5817808,-0.21764903,1.5542697985566912e-07,Other Genes
9430015G10Rik,-0.045940712,-0.05120776,2.588483914433645e-05,Other Genes
9430038I01Rik,-1.6136447,-0.15676868,4.946338982705507e-05,Other Genes
9430041J12Rik,1.427516,-0.6891314,4.471637662676912e-08,Other Genes
9530068E07Rik,1.4845922,-1.069279,0.0002544402631900193,Other Genes
9830107B12Rik,-1.3027751,0.30963135,3.4416548087871e-08,Other Genes
9930012K11Rik,-1.5667424,-0.66462296,1.430877445833122e-05,Other Genes
9930022D16Rik,0.28134793,-0.8265113,4.3530711915369395e-07,Other Genes
9930111J21Rik1,-0.1674176,-1.4422109,9.96006768909052e-07,Other Genes
9930111J21Rik2,-0.03228356,0.90168095,1.403203168301559e-05,Other Genes
A130010J15Rik,0.8835719,-0.9446583,2.499354883469857e-05,Other Genes
A1BG,0.96749365,-2.454987,1.2543710810303297e-05,Other Genes
A1BG-AS1,-0.5799124,-1.0976613,1.2838405194568131e-06,Other Genes
A1CF,1.9022849,-0.13245739,1.755626586479539e-08,Other Genes
A1bg,-0.6536096,2.2268643,2.8411815132778616e-08,Other Genes
A230052G05Rik,0.052663013,0.079035886,5.990391285498332e-08,Other Genes
A230083G16Rik,-1.8781823,-0.9149068,1.2040339982510394e-07,Other Genes
A2M,-1.0834602,0.5008399,3.4998570191141655e-07,Other Genes
A2M-AS1,0.781239,1.2515628,3.868868362941308e-07,Other Genes
A2ML1,-0.9011344,-1.5820541,9.586906808945039e-09,Other Genes
A2ML1-AS1,-2.038008,0.26631653,2.330840528992321e-09,Other Genes
A2ML1-AS2,1.3216848,-2.510254,2.330840528992321e-09,Other Genes
A3GALT2,-0.9415578,1.1931725,2.330840528992321e-09,Other Genes
A430005L14Rik,-1.5748042,0.6004849,6.471331592547357e-05,Other Genes
A430033K04Rik,-1.1693308,-0.21376796,1.0412599210930179e-05,Other Genes
A4GALT,1.1588814,0.9424497,1.4930465369647212e-06,Other Genes
A4GNT,0.12872635,-0.4035021,1.9173813620520445e-09,Other Genes
A4galt,-0.491066,-2.0745735,4.846903765643573e-06,Other Genes
A530016L24Rik,0.7221488,-0.48677292,4.720586234236351e-08,Other Genes
A530040E14Rik,1.2864122,-0.8958177,2.002347582819318e-06,Other Genes
A530053G22Rik,1.7801878,1.5201987,3.6986382462534716e-08,Other Genes
A530064D06Rik,1.3398237,0.9708249,2.715849907109337e-07,Other Genes
A630001G21Rik,1.3592006,-0.87774986,4.703058714389354e-05,Other Genes
A630010A05Rik,1.383882,0.41711465,1.50283347137723e-07,Other Genes
A730049H05Rik,1.6881658,-1.146101,7.448855527736632e-07,Other Genes
A830005F24Rik,-0.87541485,-0.030524025,1.3668792466488508e-06,Other Genes
A830018L16Rik,1.4304824,0.22746198,3.871243648894013e-06,Other Genes
A930004D18Rik,-1.3072853,-0.9889487,4.6143643622236645e-06,Other Genes
A930016O22Rik,-0.4651417,-0.017309079,1.7678016454901053e-07,Other Genes
A930033H14Rik,1.2674344,-3.0443597,6.582326543721876e-07,Other Genes
AA467197,1.8276622,1.6666815,1.0629963986746367e-05,Other Genes
AA474408,1.0626256,-0.56512535,6.000079712913064e-06,Other Genes
AA986860,-0.6538966,1.7581112,9.95955341812032e-07,Other Genes
AAAS,-0.33468473,0.22951894,1.088905747956934e-06,Other Genes
AACS,-3.0976925,1.2206073,3.540167366156715e-07,Other Genes
AADAT,-1.6778392,1.467866,1.5039231276359976e-09,Other Genes
AAGAB,1.247927,-1.4545007,1.8004598257646361e-06,Other Genes
AAK1,0.053405456,-0.4912715,4.24754717451438e-05,Other Genes
AAMDC,-0.13846369,1.2372255,2.113791105614543e-06,Other Genes
AAMP,-0.29049435,0.8284552,4.069532548752856e-06,Other Genes
AANAT,0.02500789,1.1395602,6.770052589654135e-10,Other Genes
AAR2,1.5436738,0.9260406,8.576680605198425e-08,Other Genes
AARD,1.2110754,0.67596906,3.156087814513062e-07,Other Genes
AARS,0.45978218,0.3583279,5.972656664980166e-07,Other Genes
AARS2,-0.18395309,1.8444176,1.0693733302862784e-06,Other Genes
AARSD1,-0.8866367,0.16458575,1.9058618046676097e-06,Other Genes
AASDH,0.1948701,-0.049090005,6.305329742793729e-07,Other Genes
AASDHPPT,-0.82850343,1.6573843,5.051706045917995e-06,Other Genes
AASS,0.18542002,0.7327016,5.071244882566298e-07,Other Genes
AATBC,-0.64145064,-0.64134693,2.308211645782347e-07,Other Genes
AATF,0.6674393,-0.23798285,1.1045951814402314e-06,Other Genes
AATK,-0.1402466,2.0678911,1.0155201684640836e-05,Other Genes
AB124611,-0.001455529,-0.24321714,3.137592669704456e-05,Other Genes
ABALON,-1.9592438,0.17106861,2.8056409657256357e-07,Other Genes
ABAT,-1.8069835,-1.4417963,1.9209842688389845e-06,Other Genes
ABCA1,-1.1423616,0.61591256,5.6281376673681204e-05,Other Genes
ABCA10,1.2663707,1.2847997,8.744048961509925e-08,Other Genes
ABCA12,2.0386999,-0.052476533,1.9173813620520445e-09,Other Genes
ABCA13,0.11656164,-0.9522292,2.0954855484060126e-07,Other Genes
ABCA2,0.7281454,1.0292249,3.835064698671093e-07,Other Genes
ABCA3,0.76954114,-0.19498052,1.366611721685295e-07,Other Genes
ABCA4,-0.75570714,1.219619,2.330840528992321e-09,Other Genes
ABCA5,0.5152564,-0.48859978,1.5185615396190836e-06,Other Genes
ABCA6,1.5992752,0.16800033,3.216596948484241e-06,Other Genes
ABCA7,0.68345726,1.2480217,1.5595491080937065e-06,Other Genes
ABCA8,-0.60186565,-1.8685334,1.0413824211236603e-08,Other Genes
ABCA9,0.78732234,0.23660664,2.2830876806005942e-07,Other Genes
ABCA9-AS1,-0.40784338,0.8974107,6.992521586933123e-09,Other Genes
ABCB1,-0.26309213,-0.09002883,3.969628351654224e-06,Other Genes
ABCB10,-1.7345731,-0.87547606,7.217550676856268e-07,Other Genes
ABCB11,-1.5493917,0.66971433,2.4880504136827063e-07,Other Genes
ABCB4,0.4543901,-0.07822231,3.653204606353297e-07,Other Genes
ABCB5,-0.55831355,-0.51449883,2.3173009682160812e-07,Other Genes
ABCB6,-2.6586192,-1.9219291,6.73368480679366e-07,Other Genes
ABCB7,-0.035489246,0.22823535,1.0878740938691214e-07,Other Genes
ABCB8,0.71444005,-1.5733521,1.1565049196421645e-06,Other Genes
ABCB9,0.35854542,-0.9007231,1.2508445164243244e-07,Other Genes
ABCC1,-1.4234072,-1.0487896,5.01402718439753e-07,Other Genes
ABCC10,0.49735367,-1.7490869,3.033886072368954e-07,Other Genes
ABCC11,0.11320102,1.3228866,5.4849714322476553e-08,Other Genes
ABCC2,-1.1347415,-1.3716388,7.24107616239041e-08,Other Genes
ABCC3,-0.3595612,0.71182483,1.8188658247179707e-05,Other Genes
ABCC4,0.974887,-0.37056997,1.5757521933371997e-06,Other Genes
ABCC5,2.2967823,0.59642845,5.264867213544766e-06,Other Genes
ABCC5-AS1,-1.120601,0.28377122,6.579061487351712e-09,Other Genes
ABCC6,0.8343675,-0.35096443,2.2669122531869432e-07,Other Genes
ABCC8,-2.1399798,0.5705651,2.7443010948358466e-09,Other Genes
ABCC9,-0.34677014,0.90991724,2.5902787248465652e-08,Other Genes
ABCD1,1.4083668,-1.3652515,1.2643596348308546e-06,Other Genes
ABCD2,1.5840809,-0.37147287,9.177946633141392e-07,Other Genes
ABCD3,-0.06832616,-0.48570466,5.1701025965160095e-06,Other Genes
ABCD4,-1.3909953,-0.47301173,8.887096585283795e-07,Other Genes
ABCE1,-2.1830556,-0.07315994,2.4931638517815246e-06,Other Genes
ABCF1,1.5660428,-0.22802685,7.002764674329603e-06,Other Genes
ABCF2,0.49936894,0.255774,5.950834740830326e-08,Other Genes
ABCF3,-0.08839597,-2.5741265,1.4541994513621968e-06,Other Genes
ABCG1,-1.2190685,-1.3754623,1.2859599980401445e-06,Other Genes
ABCG2,0.5317249,0.87473565,1.2308961380489464e-07,Other Genes
ABCG5,-0.82040536,1.3234254,1.8910267060187353e-08,Other Genes
ABCG8,-3.6840034,-0.94987035,3.740238017310756e-08,Other Genes
ABHD1,0.2725081,0.16412286,1.4925592512259258e-07,Other Genes
ABHD10,0.8320309,-0.5473852,3.4512531101244777e-06,Other Genes
ABHD11,0.18333994,-0.09617874,1.8696912729364629e-06,Other Genes
ABHD12,-2.8374643,0.6116605,1.618863965399386e-05,Other Genes
ABHD12B,1.1144626,1.2750257,2.1809283850670264e-09,Other Genes
ABHD13,0.9881685,1.4787169,1.400548838857534e-06,Other Genes
ABHD14A,0.883086,0.67027324,2.2642098914745615e-06,Other Genes
ABHD14B,-1.3151823,-0.018052468,2.7638169759063527e-06,Other Genes
ABHD15,1.0712167,-1.477134,1.523791204820022e-06,Other Genes
ABHD15-AS1,0.43467465,0.35562304,1.0770945825633619e-07,Other Genes
ABHD16A,-0.28184617,1.4588933,4.376434739197081e-06,Other Genes
ABHD16B,-1.7752997,-0.67249584,5.488602189306365e-09,Other Genes
ABHD17A,0.39247477,1.3451921,8.181141710850279e-06,Other Genes
ABHD17B,0.637406,-1.4427128,9.321084166650604e-07,Other Genes
ABHD17C,0.32246116,0.6618017,2.5406074362789023e-06,Other Genes
ABHD18,0.88616663,1.1746874,1.1581466453855953e-06,Other Genes
ABHD2,1.4851193,0.46692407,1.161432155317419e-05,Other Genes
ABHD3,-0.37769026,-0.84886676,8.458286732279543e-06,Other Genes
ABHD4,-1.5530002,1.0607958,1.585650432271215e-06,Other Genes
ABHD5,-0.98423815,1.734791,1.4767103317181462e-06,Other Genes
ABHD6,0.30529323,-0.52342814,3.1427168755198956e-06,Other Genes
ABHD8,0.43505988,-0.20348051,2.5901166586966372e-06,Other Genes
ABI1,-0.20619659,0.55218184,1.078980521648944e-05,Other Genes
ABI2,1.123993,-1.3733526,2.651069290435449e-06,Other Genes
ABI3,1.172429,-1.0401194,1.8420646065178694e-05,Other Genes
ABI3BP,1.5725197,1.6177032,1.1150319417361292e-07,Other Genes
ABITRAM,-0.97528493,-1.3094013,6.107330682727963e-07,Other Genes
ABL1,0.22219647,-1.7159531,2.7305956142810118e-06,Other Genes
ABL2,-1.7485526,-0.4058691,1.3389856907884368e-05,Other Genes
ABLIM1,1.3337916,-0.51851225,4.69863536392238e-06,Other Genes
ABLIM2,1.8576349,-1.2013354,8.782236256703932e-08,Other Genes
ABLIM3,-1.3959175,-0.31282306,1.876035817688197e-08,Other Genes
ABO,-0.8238629,0.12992744,7.35690903265743e-08,Other Genes
ABR,1.4496455,0.6719824,1.0838670387576357e-05,Other Genes
ABRA,1.0207053,-1.0736156,8.763140456665825e-08,Other Genes
ABRACL,0.8483224,0.6008611,1.8846645018725445e-05,Other Genes
ABRAXAS1,-1.1290565,1.6084523,2.7667592313302684e-07,Other Genes
ABRAXAS2,-0.062233344,-1.0577381,7.990936724294188e-07,Other Genes
ABT1,0.058880493,-0.8483445,6.413292603174901e-07,Other Genes
ABTB1,-2.0168269,0.6023274,5.013120975277991e-06,Other Genes
ABTB2,-0.8252356,1.4517195,2.7919702331557834e-06,Other Genes
AC000032.1,-1.0925103,-0.055807568,1.0229344554807859e-07,Other Genes
AC000035.1,-1.3065751,0.79522026,2.330840528992321e-09,Other Genes
AC000036.1,-0.094252825,-0.41604254,4.248221424709186e-09,Other Genes
AC000058.1,0.077767715,-0.37042373,4.661681057970029e-09,Other Genes
AC000065.1,0.4920194,-0.1377395,1.7329041722882728e-08,Other Genes
AC000065.2,-1.3022906,0.3182499,3.7670621966950864e-08,Other Genes
AC000068.1,1.2268698,-0.1527213,8.699071840353357e-08,Other Genes
AC000068.2,0.8681506,-2.1916432,2.63547023847937e-10,Other Genes
AC000068.3,0.261419,0.14964376,5.19192116912717e-08,Other Genes
AC000072.1,0.30651885,-1.3571641,5.075141623755102e-09,Other Genes
AC000085.1,-1.2510965,-0.7857492,1.0000365976586748e-08,Other Genes
AC000120.1,0.7036792,0.9468721,4.018767287835971e-08,Other Genes
AC000123.1,-0.7934286,0.4148963,2.2631407953263604e-08,Other Genes
AC000124.1,-0.3240705,-1.7403237,6.579061487351712e-09,Other Genes
AC000403.1,0.9228179,1.1697636,1.0162121946959027e-07,Other Genes
AC001226.1,0.43800265,0.7577987,8.53005645050825e-08,Other Genes
AC002044.1,-0.2756978,0.37402034,4.0228730764077044e-08,Other Genes
AC002059.1,0.882362,0.8516999,2.1318466520970925e-08,Other Genes
AC002069.2,0.88635993,0.8982301,5.075141623755102e-09,Other Genes
AC002070.1,0.9899671,1.0662223,1.1654202644815474e-08,Other Genes
AC002074.1,-1.0610503,1.5172516,3.537606896475464e-08,Other Genes
AC002076.1,-2.1615398,1.4706924,4.661681057970029e-09,Other Genes
AC002091.1,-0.71779096,-1.5499516,3.4058385974458195e-08,Other Genes
AC002091.2,0.5625229,0.611602,4.223635315592808e-07,Other Genes
AC002094.2,0.68461704,-0.31092724,2.759293377836201e-08,Other Genes
AC002094.4,0.62431306,0.98869145,5.6249594102127186e-08,Other Genes
AC002115.1,-0.31832784,-0.30057073,4.661681057970029e-09,Other Genes
AC002116.2,0.47422358,0.09587019,8.177039834566909e-08,Other Genes
AC002128.1,-0.21183996,-0.27353984,5.327322124772961e-08,Other Genes
AC002128.2,-0.21775861,1.0228292,9.323362115881605e-09,Other Genes
AC002306.1,1.0177059,0.06451567,5.44760645151974e-09,Other Genes
AC002310.1,-1.1040723,1.1418451,7.050330240333281e-07,Other Genes
AC002310.2,-0.7946356,0.56842923,5.5604060378870835e-08,Other Genes
