gene,tsne_1,tsne_2,importance,category
2610028H24Rik,-6.6940613,9.83127,3.672343884733707e-07,Other Genes
2610042L04Rik,-17.35886,6.054041,7.405982152659743e-09,Other Genes
2610318N02Rik,12.445019,19.349394,3.6698307254189234e-05,Other Genes
2700049A03Rik,-28.126364,31.43675,4.1827662585712294e-05,Other Genes
2700062C07Rik,-23.698177,10.880743,2.4834772402474747e-05,Other Genes
2700097O09Rik,20.203154,-35.83852,7.286692981383079e-05,Other Genes
2810021J22Rik,-37.442738,-4.461803,8.369881781174544e-06,Other Genes
2810025M15Rik,1.6270696,-29.976364,6.180096709095208e-05,Other Genes
2810408A11Rik,-17.861717,-7.961332,4.272962159960087e-07,Other Genes
2810459M11Rik,-24.97012,9.942333,6.617699967478671e-08,Other Genes
2900026A02Rik,16.920845,-3.944366,7.874947576415457e-06,Other Genes
3000002C10Rik,-0.40334007,21.008514,2.593592455436058e-05,Other Genes
3110009E18Rik,27.143858,-12.819031,5.523924501291906e-06,Other Genes
3110040N11Rik,12.136092,-12.0915575,2.881600884272812e-05,Other Genes
3110053B16Rik,-1.2088006,-1.453572,1.3574797347909825e-06,Other Genes
3110070M22Rik,-9.501723,13.132873,6.851239295872174e-07,Other Genes
3300002I08Rik,31.700344,1.4186453,1.7206544903652035e-06,Other Genes
3425401B19Rik,-12.690801,2.500854,1.525877628457138e-07,Other Genes
3830403N18Rik,-2.251354,-7.347087,7.487259940587937e-05,Other Genes
3830408C21Rik,-10.871061,-6.73143,1.4616285923707108e-06,Other Genes
4833420G17Rik,7.321822,21.806139,9.063286492547012e-05,Other Genes
4833439L19Rik,-29.6952,2.5169153,8.781155890940559e-05,Other Genes
4921504E06Rik,-21.484928,-15.277678,4.818658452213916e-09,Other Genes
4921509C19Rik,-5.68272,-39.38419,1.6078115488483825e-08,Other Genes
4921513I03Rik,-34.339485,1.315173,1.5143716249139575e-07,Other Genes
4921522P10Rik,15.017123,1.8903513,4.6790616908966123e-07,Other Genes
4921524J17Rik,26.38925,2.7424765,5.527440331593316e-05,Other Genes
4921528I07Rik,17.829407,-3.888106,9.030496017517596e-08,Other Genes
4921536K21Rik,-3.8380191,15.107403,7.130941666518939e-07,Other Genes
4930402F06Rik,9.234235,3.354306,7.22560745807486e-08,Other Genes
4930426L09Rik,-12.059718,16.735397,5.257131339988379e-07,Other Genes
4930432E11Rik,10.306916,4.323328,5.237181721501549e-07,Other Genes
4930433I11Rik,9.656644,-3.3704534,1.4102584549718383e-08,Other Genes
4930438A08Rik,-32.378693,23.902042,6.64222008058263e-07,Other Genes
4930444P10Rik,47.24401,-9.289969,1.1407026787353807e-07,Other Genes
4930447C04Rik,-11.434325,-4.3541617,1.0310456246675349e-06,Other Genes
4930448K20Rik,-4.393308,-14.018477,3.8533832954596456e-08,Other Genes
4930453N24Rik,-8.228786,4.6060796,0.00014309035930420983,Other Genes
4930503L19Rik,-4.5852757,-51.561867,2.5178758843774312e-05,Other Genes
4930518I15Rik,13.723074,-18.844069,1.427645149743473e-05,Other Genes
4930519F09Rik,-30.337881,22.927181,2.9579170866153324e-07,Other Genes
4930519G04Rik,-18.501049,-4.201942,8.835184834266281e-08,Other Genes
4930523C07Rik,34.341644,7.954993,8.141690045583877e-06,Other Genes
4930529C04Rik,-23.072172,-13.854874,3.590578870216728e-07,Other Genes
4930544L04Rik,-7.1848617,-22.569233,6.750366769277241e-08,Other Genes
4930550C14Rik,-15.766414,5.5763865,9.815400614599681e-07,Other Genes
4930555F03Rik,26.436722,37.63738,1.7825220122592684e-07,Other Genes
4930556J24Rik,9.279412,23.319849,5.493290180684333e-07,Other Genes
4930558K02Rik,-20.51211,-9.801213,3.352626696473453e-08,Other Genes
4930562C15Rik,-9.047644,-22.456,2.0622088063202715e-06,Other Genes
4930563M21Rik,9.950548,-7.8967814,7.882044840815814e-08,Other Genes
4930564D02Rik,-15.0458,-11.268179,4.545130916841255e-08,Other Genes
4930568D16Rik,-34.95142,-23.510868,2.027948037132378e-08,Other Genes
4930579F01Rik,-23.164177,-29.194374,3.7478904246222244e-07,Other Genes
4930579G24Rik,-1.9788115,-14.356945,7.004225613538724e-05,Other Genes
4930597O21Rik,-8.812407,-6.4540544,2.446001992840691e-08,Other Genes
4931400O07Rik,-20.99469,37.361973,5.678011552618076e-09,Other Genes
4931406C07Rik,16.684584,-1.1475857,1.599129392674172e-05,Other Genes
4931414P19Rik,-30.800993,-10.997644,3.8551405993052505e-06,Other Genes
4931422A03Rik,-5.954119,-23.334251,1.6736295564755093e-07,Other Genes
4931429L15Rik,-10.234914,-5.9356484,4.991885054161277e-09,Other Genes
4931440P22Rik,18.619516,-1.6350533,1.4850208222624096e-07,Other Genes
4932414N04Rik,12.73965,-8.654787,1.4029550347170876e-06,Other Genes
4932416K20Rik,13.559439,-8.093828,1.811844755574589e-08,Other Genes
4933402D24Rik,-25.794914,10.489231,4.298795848543151e-07,Other Genes
4933402N03Rik,18.48355,1.1973696,1.414952898679047e-08,Other Genes
4933407L21Rik,-34.35705,-26.858606,3.1535332472638117e-07,Other Genes
4933411K16Rik,-39.5777,-17.660898,7.177165094760203e-09,Other Genes
4933427D06Rik,-5.3622217,10.22088,8.604345803739434e-08,Other Genes
4933427D14Rik,-19.473757,8.162664,1.8020325280961848e-05,Other Genes
4933427G23Rik,42.62165,-1.5919698,1.333501468339946e-06,Other Genes
4933428G20Rik,12.352201,0.12835723,1.8959330111426038e-07,Other Genes
4933430I17Rik,7.4018645,-3.6743643,5.737519286366872e-07,Other Genes
4933434E20Rik,-12.462424,5.1963186,0.0033029336953528275,Other Genes
5031439G07Rik,-19.813442,28.44654,5.903134495237051e-05,Other Genes
5530401A14Rik,-8.206254,0.5509777,1.8120446813119893e-07,Other Genes
5730409E04Rik,27.101206,20.989098,6.885926699094987e-06,Other Genes
5730416F02Rik,-8.764081,9.296216,2.0786504503720015e-07,Other Genes
5730455P16Rik,-20.732891,-23.525377,5.0718645668052306e-05,Other Genes
5730507C01Rik,-43.783756,24.292461,3.5936222668241917e-07,Other Genes
5730522E02Rik,-3.7924817,1.9885015,1.5263574622765275e-08,Other Genes
5830417I10Rik,0.69280505,-10.645706,1.408773839488569e-05,Other Genes
6030445D17Rik,-5.082821,-17.187408,1.352901863845664e-07,Other Genes
6030458C11Rik,0.54099554,51.26768,5.422883588193303e-05,Other Genes
6030468B19Rik,-0.35534137,12.757021,3.848021832274473e-07,Other Genes
6030498E09Rik,19.816015,13.975103,3.0450860927735984e-08,Other Genes
6330549D23Rik,33.010185,-9.221983,2.495876247660224e-06,Other Genes
6430548M08Rik,-12.809381,13.479203,1.804616203614519e-05,Other Genes
6430550D23Rik,3.4673748,5.243672,2.737054873183649e-06,Other Genes
6430571L13Rik,-14.548801,-31.516647,2.3064834311281212e-08,Other Genes
6820431F20Rik,-14.437555,-9.155008,5.9184470381552686e-05,Other Genes
9030624G23Rik,-4.6387653,9.400111,1.1082023080281429e-07,Other Genes
9130008F23Rik,-0.6386381,-8.934563,7.399162861131347e-06,Other Genes
9130230L23Rik,-3.8859634,34.925495,1.8195682769135532e-05,Other Genes
9230109A22Rik,-35.26623,-19.403027,3.8308866333577275e-07,Other Genes
9230112D13Rik,16.713285,11.891386,5.749044137050948e-07,Other Genes
9330159F19Rik,-44.433407,-10.036814,1.5542697985566912e-07,Other Genes
9430015G10Rik,20.251339,8.85132,2.588483914433645e-05,Other Genes
9430038I01Rik,-6.0233254,18.158592,4.946338982705507e-05,Other Genes
9430041J12Rik,37.873165,16.028772,4.471637662676912e-08,Other Genes
9530068E07Rik,21.62431,-2.6224337,0.0002544402631900193,Other Genes
9830107B12Rik,-9.088714,-20.224548,3.4416548087871e-08,Other Genes
9930012K11Rik,11.704967,-20.503462,1.430877445833122e-05,Other Genes
9930022D16Rik,-10.90179,-19.981936,4.3530711915369395e-07,Other Genes
9930111J21Rik1,1.054951,27.529524,9.96006768909052e-07,Other Genes
9930111J21Rik2,-22.856644,-17.553991,1.403203168301559e-05,Other Genes
A130010J15Rik,0.25630757,9.563636,2.499354883469857e-05,Other Genes
A1BG,-16.050789,3.049625,1.2543710810303297e-05,Other Genes
A1BG-AS1,-5.686561,-19.454536,1.2838405194568131e-06,Other Genes
A1CF,-10.297569,-25.854128,1.755626586479539e-08,Other Genes
A1bg,24.243246,-31.832636,2.8411815132778616e-08,Other Genes
A230052G05Rik,8.926774,-0.64477104,5.990391285498332e-08,Other Genes
A230083G16Rik,-37.677555,14.951186,1.2040339982510394e-07,Other Genes
A2M,21.674557,-7.5488305,3.4998570191141655e-07,Other Genes
A2M-AS1,15.062433,-3.754435,3.868868362941308e-07,Other Genes
A2ML1,-21.122772,-37.27148,9.586906808945039e-09,Other Genes
A2ML1-AS1,8.069418,1.319837,2.330840528992321e-09,Other Genes
A2ML1-AS2,38.105125,8.576367,2.330840528992321e-09,Other Genes
A3GALT2,-13.316593,-26.680782,2.330840528992321e-09,Other Genes
A430005L14Rik,18.362667,44.28053,6.471331592547357e-05,Other Genes
A430033K04Rik,3.3607314,10.188192,1.0412599210930179e-05,Other Genes
A4GALT,-13.00418,11.046693,1.4930465369647212e-06,Other Genes
A4GNT,24.85885,-14.495389,1.9173813620520445e-09,Other Genes
A4galt,-8.894697,-36.62997,4.846903765643573e-06,Other Genes
A530016L24Rik,-14.253737,-20.586256,4.720586234236351e-08,Other Genes
A530040E14Rik,-20.399672,-5.180093,2.002347582819318e-06,Other Genes
A530053G22Rik,1.2590399,31.28633,3.6986382462534716e-08,Other Genes
A530064D06Rik,7.6173644,0.06535519,2.715849907109337e-07,Other Genes
A630001G21Rik,24.465424,42.26548,4.703058714389354e-05,Other Genes
A630010A05Rik,19.44094,20.228521,1.50283347137723e-07,Other Genes
A730049H05Rik,1.5624013,-16.452244,7.448855527736632e-07,Other Genes
A830005F24Rik,-15.074048,-18.458342,1.3668792466488508e-06,Other Genes
A830018L16Rik,-32.159405,-12.653299,3.871243648894013e-06,Other Genes
A930004D18Rik,-26.567335,-19.74237,4.6143643622236645e-06,Other Genes
A930016O22Rik,2.4102592,-18.50826,1.7678016454901053e-07,Other Genes
A930033H14Rik,-7.356121,17.210135,6.582326543721876e-07,Other Genes
AA467197,-8.124612,-12.1579,1.0629963986746367e-05,Other Genes
AA474408,5.108478,-17.34654,6.000079712913064e-06,Other Genes
AA986860,-7.1606607,28.017336,9.95955341812032e-07,Other Genes
AAAS,-16.96593,-6.0692267,1.088905747956934e-06,Other Genes
AACS,39.621536,8.8388405,3.540167366156715e-07,Other Genes
AADAT,17.55357,1.9517573,1.5039231276359976e-09,Other Genes
AAGAB,-1.7413491,15.364182,1.8004598257646361e-06,Other Genes
AAK1,-8.462917,10.766589,4.24754717451438e-05,Other Genes
AAMDC,16.61339,-34.598843,2.113791105614543e-06,Other Genes
AAMP,1.9624925,-3.3040147,4.069532548752856e-06,Other Genes
AANAT,26.767874,-7.490668,6.770052589654135e-10,Other Genes
AAR2,-33.736145,11.974183,8.576680605198425e-08,Other Genes
AARD,-1.8908134,-8.113655,3.156087814513062e-07,Other Genes
AARS,26.534878,-10.019539,5.972656664980166e-07,Other Genes
AARS2,2.312638,-32.80321,1.0693733302862784e-06,Other Genes
AARSD1,-20.59096,-8.346057,1.9058618046676097e-06,Other Genes
AASDH,-30.567614,-32.684895,6.305329742793729e-07,Other Genes
AASDHPPT,18.193445,9.46556,5.051706045917995e-06,Other Genes
AASS,2.3252249,-13.936597,5.071244882566298e-07,Other Genes
AATBC,-28.575914,-32.46662,2.308211645782347e-07,Other Genes
AATF,-8.604083,-22.24356,1.1045951814402314e-06,Other Genes
AATK,8.035597,-20.374128,1.0155201684640836e-05,Other Genes
AB124611,-3.350154,10.749841,3.137592669704456e-05,Other Genes
ABALON,8.982586,33.03747,2.8056409657256357e-07,Other Genes
ABAT,-13.064048,13.770018,1.9209842688389845e-06,Other Genes
ABCA1,-34.56701,11.245362,5.6281376673681204e-05,Other Genes
ABCA10,-4.9397125,-3.9371612,8.744048961509925e-08,Other Genes
ABCA12,-6.1538906,-42.017315,1.9173813620520445e-09,Other Genes
ABCA13,4.2265897,-29.42271,2.0954855484060126e-07,Other Genes
ABCA2,-15.620949,26.291336,3.835064698671093e-07,Other Genes
ABCA3,18.552935,44.361195,1.366611721685295e-07,Other Genes
ABCA4,0.36571375,-15.174713,2.330840528992321e-09,Other Genes
ABCA5,7.319094,9.743584,1.5185615396190836e-06,Other Genes
ABCA6,5.2300653,0.85744786,3.216596948484241e-06,Other Genes
ABCA7,22.611315,-33.83485,1.5595491080937065e-06,Other Genes
ABCA8,-0.3429188,-30.913855,1.0413824211236603e-08,Other Genes
ABCA9,-6.217301,-12.057901,2.2830876806005942e-07,Other Genes
ABCA9-AS1,-6.063745,-14.551386,6.992521586933123e-09,Other Genes
ABCB1,22.351698,-18.006458,3.969628351654224e-06,Other Genes
ABCB10,-8.2881365,5.1884575,7.217550676856268e-07,Other Genes
ABCB11,28.083445,-33.355698,2.4880504136827063e-07,Other Genes
ABCB4,-12.740328,26.022491,3.653204606353297e-07,Other Genes
ABCB5,-3.146518,10.486804,2.3173009682160812e-07,Other Genes
ABCB6,-30.766033,3.4071963,6.73368480679366e-07,Other Genes
ABCB7,6.2040653,24.359507,1.0878740938691214e-07,Other Genes
ABCB8,-21.472664,1.6138419,1.1565049196421645e-06,Other Genes
ABCB9,-16.036488,-29.880535,1.2508445164243244e-07,Other Genes
ABCC1,-4.956368,3.8530338,5.01402718439753e-07,Other Genes
ABCC10,-21.3101,-21.888557,3.033886072368954e-07,Other Genes
ABCC11,29.74026,3.134766,5.4849714322476553e-08,Other Genes
ABCC2,24.772844,27.36369,7.24107616239041e-08,Other Genes
ABCC3,11.882029,16.596247,1.8188658247179707e-05,Other Genes
ABCC4,-20.06073,5.848125,1.5757521933371997e-06,Other Genes
ABCC5,-28.160994,8.3698225,5.264867213544766e-06,Other Genes
ABCC5-AS1,-15.752638,5.637278,6.579061487351712e-09,Other Genes
ABCC6,3.4936633,3.5460978,2.2669122531869432e-07,Other Genes
ABCC8,-0.7424923,-32.91185,2.7443010948358466e-09,Other Genes
ABCC9,18.360922,-26.40901,2.5902787248465652e-08,Other Genes
ABCD1,1.2669996,-9.600978,1.2643596348308546e-06,Other Genes
ABCD2,31.028122,-19.802446,9.177946633141392e-07,Other Genes
ABCD3,7.711268,7.0375423,5.1701025965160095e-06,Other Genes
ABCD4,4.6011295,-16.271667,8.887096585283795e-07,Other Genes
ABCE1,13.261645,3.7797382,2.4931638517815246e-06,Other Genes
ABCF1,1.8546332,17.116304,7.002764674329603e-06,Other Genes
ABCF2,15.277599,21.821253,5.950834740830326e-08,Other Genes
ABCF3,-0.18384984,-18.662214,1.4541994513621968e-06,Other Genes
ABCG1,39.635403,-7.7057695,1.2859599980401445e-06,Other Genes
ABCG2,21.76694,-11.002631,1.2308961380489464e-07,Other Genes
ABCG5,17.499153,-6.3435445,1.8910267060187353e-08,Other Genes
ABCG8,-6.2101374,14.179201,3.740238017310756e-08,Other Genes
ABHD1,-5.148472,11.859712,1.4925592512259258e-07,Other Genes
ABHD10,16.13216,2.887587,3.4512531101244777e-06,Other Genes
ABHD11,-22.530598,15.424237,1.8696912729364629e-06,Other Genes
ABHD12,41.58646,-17.055092,1.618863965399386e-05,Other Genes
ABHD12B,-0.5834659,-8.231088,2.1809283850670264e-09,Other Genes
ABHD13,14.366687,5.37132,1.400548838857534e-06,Other Genes
ABHD14A,-40.03185,24.02394,2.2642098914745615e-06,Other Genes
ABHD14B,-10.121104,40.115067,2.7638169759063527e-06,Other Genes
ABHD15,-29.334515,23.761927,1.523791204820022e-06,Other Genes
ABHD15-AS1,20.732626,-6.490692,1.0770945825633619e-07,Other Genes
ABHD16A,-13.028614,5.143358,4.376434739197081e-06,Other Genes
ABHD16B,42.297302,-11.72197,5.488602189306365e-09,Other Genes
ABHD17A,-32.449707,-4.1667295,8.181141710850279e-06,Other Genes
ABHD17B,-9.057443,8.093904,9.321084166650604e-07,Other Genes
ABHD17C,-34.56088,-11.436238,2.5406074362789023e-06,Other Genes
ABHD18,-21.416813,-20.421175,1.1581466453855953e-06,Other Genes
ABHD2,27.068098,-22.519585,1.161432155317419e-05,Other Genes
ABHD3,-0.60981166,47.24495,8.458286732279543e-06,Other Genes
ABHD4,40.30062,-2.60161,1.585650432271215e-06,Other Genes
ABHD5,-33.120907,4.3090653,1.4767103317181462e-06,Other Genes
ABHD6,-47.296345,-2.6946743,3.1427168755198956e-06,Other Genes
ABHD8,4.07633,10.232075,2.5901166586966372e-06,Other Genes
ABI1,4.1647015,23.015251,1.078980521648944e-05,Other Genes
ABI2,-14.429515,15.352383,2.651069290435449e-06,Other Genes
ABI3,32.27925,16.602568,1.8420646065178694e-05,Other Genes
ABI3BP,-8.652687,-12.532291,1.1150319417361292e-07,Other Genes
ABITRAM,9.098423,11.757772,6.107330682727963e-07,Other Genes
ABL1,-25.937057,-1.841683,2.7305956142810118e-06,Other Genes
ABL2,8.989745,22.807404,1.3389856907884368e-05,Other Genes
ABLIM1,-27.546394,-6.055659,4.69863536392238e-06,Other Genes
ABLIM2,-26.251167,-24.025705,8.782236256703932e-08,Other Genes
ABLIM3,13.933944,-13.065583,1.876035817688197e-08,Other Genes
ABO,-19.059412,38.691032,7.35690903265743e-08,Other Genes
ABR,4.802475,25.491169,1.0838670387576357e-05,Other Genes
ABRA,14.597128,-4.5343547,8.763140456665825e-08,Other Genes
ABRACL,-10.843487,-26.514627,1.8846645018725445e-05,Other Genes
ABRAXAS1,-19.192114,5.9143233,2.7667592313302684e-07,Other Genes
ABRAXAS2,36.032265,23.189417,7.990936724294188e-07,Other Genes
ABT1,-4.484685,30.891708,6.413292603174901e-07,Other Genes
ABTB1,16.538006,22.249949,5.013120975277991e-06,Other Genes
ABTB2,37.708046,19.823715,2.7919702331557834e-06,Other Genes
AC000032.1,-20.383842,-19.879778,1.0229344554807859e-07,Other Genes
AC000035.1,-12.455619,10.180182,2.330840528992321e-09,Other Genes
AC000036.1,19.977116,-9.422214,4.248221424709186e-09,Other Genes
AC000058.1,21.222467,-16.387188,4.661681057970029e-09,Other Genes
AC000065.1,1.8634511,14.332254,1.7329041722882728e-08,Other Genes
AC000065.2,38.147964,-9.136751,3.7670621966950864e-08,Other Genes
AC000068.1,-2.0099227,-25.700706,8.699071840353357e-08,Other Genes
AC000068.2,-32.390545,10.154034,2.63547023847937e-10,Other Genes
AC000068.3,29.217175,-26.570778,5.19192116912717e-08,Other Genes
AC000072.1,-11.435005,9.477347,5.075141623755102e-09,Other Genes
AC000085.1,14.148156,30.745356,1.0000365976586748e-08,Other Genes
AC000120.1,-3.672208,8.174434,4.018767287835971e-08,Other Genes
AC000123.1,-2.3866284,12.643755,2.2631407953263604e-08,Other Genes
AC000124.1,-10.164546,31.515696,6.579061487351712e-09,Other Genes
AC000403.1,40.19677,0.69431275,1.0162121946959027e-07,Other Genes
AC001226.1,23.797037,11.04948,8.53005645050825e-08,Other Genes
AC002044.1,7.695151,-6.030869,4.0228730764077044e-08,Other Genes
AC002059.1,-17.395288,-23.657385,2.1318466520970925e-08,Other Genes
AC002069.2,18.51777,9.432271,5.075141623755102e-09,Other Genes
AC002070.1,-21.477966,-24.059572,1.1654202644815474e-08,Other Genes
AC002074.1,-15.688581,-6.8384347,3.537606896475464e-08,Other Genes
AC002076.1,2.9958248,16.917395,4.661681057970029e-09,Other Genes
AC002091.1,-28.506792,4.866766,3.4058385974458195e-08,Other Genes
AC002091.2,-8.9911175,10.7094965,4.223635315592808e-07,Other Genes
AC002094.2,4.2296224,4.7651634,2.759293377836201e-08,Other Genes
AC002094.4,-14.194388,-20.571909,5.6249594102127186e-08,Other Genes
AC002115.1,-21.712952,-8.0838175,4.661681057970029e-09,Other Genes
AC002116.2,-0.23664303,-29.146105,8.177039834566909e-08,Other Genes
AC002128.1,26.601538,-25.373833,5.327322124772961e-08,Other Genes
AC002128.2,-11.430456,-24.594662,9.323362115881605e-09,Other Genes
AC002306.1,-29.748022,33.856956,5.44760645151974e-09,Other Genes
AC002310.1,10.427607,24.375208,7.050330240333281e-07,Other Genes
AC002310.2,-14.365309,-22.6358,5.5604060378870835e-08,Other Genes
AC002347.1,43.461884,-6.385894,1.0940918716149035e-08,Other Genes
AC002351.1,7.677426,-35.505295,6.579061487351712e-09,Other Genes
AC002375.1,32.40444,-8.275339,6.579061487351712e-09,Other Genes
AC002377.1,-0.7979278,-23.44878,2.891063256862688e-08,Other Genes
AC002378.1,0.24686456,-42.29374,6.992521586933123e-09,Other Genes
AC002383.1,-11.719969,14.353376,3.571223624958527e-09,Other Genes
AC002398.1,-6.730329,11.15001,2.8383546912143932e-08,Other Genes
AC002398.2,1.4671159,11.131023,4.661681057970029e-09,Other Genes
AC002401.1,9.79435,35.87618,1.3985043173734727e-08,Other Genes
AC002401.2,-45.39077,-17.86585,2.330840528992321e-09,Other Genes
AC002401.4,8.120182,12.094878,1.5039226612569776e-09,Other Genes
AC002407.1,1.2722931,-18.653128,8.232904216169594e-09,Other Genes
AC002429.2,-41.702198,-11.1708145,2.097756476040481e-08,Other Genes
AC002451.1,-10.523402,11.483189,4.998998687225036e-07,Other Genes
AC002454.1,-12.262946,30.406,5.4472662471261225e-08,Other Genes
