gene,umap_1,umap_2,importance,category
1810030O07Rik,2.6409519,2.6913052,0.00011200680713985125,Other Genes
1810055G02Rik,1.7983395,3.8394687,0.00014053534428449768,Other Genes
1810062G17Rik,0.61027986,3.8511662,3.1779255868968948e-06,Other Genes
2010106E10Rik,-1.132301,5.3879642,4.290103236924916e-09,Other Genes
2010109A12Rik,1.2463926,6.3926344,1.3533824001810558e-06,Other Genes
2010315B03Rik,1.8709174,4.749608,7.576382268035906e-06,Other Genes
2200002D01Rik,-0.08045131,4.4188848,3.0972578538805406e-06,Other Genes
2200002J24Rik,0.6970218,3.095893,1.1767960535383449e-07,Other Genes
2210016L21Rik,3.3536456,3.7676487,2.307276421812062e-05,Other Genes
2210408I21Rik,2.069501,3.6593168,8.26211905880918e-06,Other Genes
2300009A05Rik,0.0053479797,6.162974,8.605390721611618e-06,Other Genes
2310003L06Rik,1.2053857,6.2752457,3.914487336869519e-08,Other Genes
2310009B15Rik,2.1826565,1.9515454,2.5438331280327148e-05,Other Genes
2310011J03Rik,2.1114242,5.8701653,4.343455001849086e-05,Other Genes
2310022A10Rik,1.744895,2.9274607,5.411915716860214e-05,Other Genes
2310022B05Rik,-0.37271032,4.261958,4.3340068791069e-05,Other Genes
2310030G06Rik,1.3368373,3.2251952,1.0610026893243581e-06,Other Genes
2310033P09Rik,1.7788851,3.8575623,3.2552914103977925e-05,Other Genes
2310057J18Rik,3.341864,3.3855045,2.632337141423182e-08,Other Genes
2310057M21Rik,0.66060174,3.5751362,4.4967249223887714e-05,Other Genes
2310061I04Rik,0.46850604,2.6144905,2.4945778031804204e-05,Other Genes
2410002F23Rik,2.4952586,4.1988707,7.208809545433204e-05,Other Genes
2410004B18Rik,1.7790331,5.0687246,2.0332840870073117e-05,Other Genes
2510002D24Rik,2.6269565,3.456479,2.196943665214428e-05,Other Genes
2510009E07Rik,-0.51583546,2.3486092,6.20704204348518e-05,Other Genes
2510039O18Rik,-0.5602462,2.6595464,4.857297099873872e-05,Other Genes
2610005L07Rik,1.0680206,3.4395149,0.00015310959790334016,Other Genes
2610008E11Rik,2.0879858,4.4090834,1.0409553712496594e-05,Other Genes
2610021A01Rik,0.3729413,2.6494782,2.3939546115073274e-05,Other Genes
2610028H24Rik,2.5959158,5.1248446,3.672343884733707e-07,Other Genes
2610042L04Rik,0.5072488,6.383601,7.405982152659743e-09,Other Genes
2610318N02Rik,1.0440868,2.3607879,3.6698307254189234e-05,Other Genes
2700049A03Rik,0.53407234,5.9022784,4.1827662585712294e-05,Other Genes
2700062C07Rik,3.044409,5.286342,2.4834772402474747e-05,Other Genes
2700097O09Rik,2.2752914,4.540024,7.286692981383079e-05,Other Genes
2810021J22Rik,-0.3667391,2.7591622,8.369881781174544e-06,Other Genes
2810025M15Rik,1.447679,3.444603,6.180096709095208e-05,Other Genes
2810408A11Rik,1.1409031,6.2328696,4.272962159960087e-07,Other Genes
2810459M11Rik,0.910053,4.3838325,6.617699967478671e-08,Other Genes
2900026A02Rik,1.6525631,4.6769285,7.874947576415457e-06,Other Genes
3000002C10Rik,0.7841866,4.3723316,2.593592455436058e-05,Other Genes
3110009E18Rik,-0.56438196,5.226712,5.523924501291906e-06,Other Genes
3110040N11Rik,2.9273043,4.02393,2.881600884272812e-05,Other Genes
3110053B16Rik,1.8069202,4.8155026,1.3574797347909825e-06,Other Genes
3110070M22Rik,-1.2801576,4.112169,6.851239295872174e-07,Other Genes
3300002I08Rik,1.4348589,2.8434808,1.7206544903652035e-06,Other Genes
3425401B19Rik,1.6509389,2.3279674,1.525877628457138e-07,Other Genes
3830403N18Rik,0.55353284,3.338256,7.487259940587937e-05,Other Genes
3830408C21Rik,0.32942435,5.9892807,1.4616285923707108e-06,Other Genes
4833420G17Rik,1.806179,4.9294505,9.063286492547012e-05,Other Genes
4833439L19Rik,2.145876,1.8474612,8.781155890940559e-05,Other Genes
4921504E06Rik,0.12519261,3.2719176,4.818658452213916e-09,Other Genes
4921509C19Rik,1.1780783,5.3466167,1.6078115488483825e-08,Other Genes
4921513I03Rik,1.3822486,2.2853937,1.5143716249139575e-07,Other Genes
4921522P10Rik,0.5469282,4.8421135,4.6790616908966123e-07,Other Genes
4921524J17Rik,0.7256467,3.962668,5.527440331593316e-05,Other Genes
4921528I07Rik,1.8129768,4.516373,9.030496017517596e-08,Other Genes
4921536K21Rik,2.2284367,4.3285503,7.130941666518939e-07,Other Genes
4930402F06Rik,0.56795615,4.9869437,7.22560745807486e-08,Other Genes
4930426L09Rik,2.998741,4.7961287,5.257131339988379e-07,Other Genes
4930432E11Rik,0.9817524,2.3499336,5.237181721501549e-07,Other Genes
4930433I11Rik,2.5141842,2.9281943,1.4102584549718383e-08,Other Genes
4930438A08Rik,1.2802573,4.47052,6.64222008058263e-07,Other Genes
4930444P10Rik,2.4896412,4.7373013,1.1407026787353807e-07,Other Genes
4930447C04Rik,0.5018367,3.5977194,1.0310456246675349e-06,Other Genes
4930448K20Rik,0.5233711,3.4454517,3.8533832954596456e-08,Other Genes
4930453N24Rik,2.1334748,2.466369,0.00014309035930420983,Other Genes
4930503L19Rik,-0.24984396,3.0632393,2.5178758843774312e-05,Other Genes
4930518I15Rik,0.7295972,5.447018,1.427645149743473e-05,Other Genes
4930519F09Rik,1.1801263,6.182262,2.9579170866153324e-07,Other Genes
4930519G04Rik,0.7899213,5.57573,8.835184834266281e-08,Other Genes
4930523C07Rik,3.3468337,4.978554,8.141690045583877e-06,Other Genes
4930529C04Rik,-0.10015755,3.0321834,3.590578870216728e-07,Other Genes
4930544L04Rik,-1.0325745,3.690097,6.750366769277241e-08,Other Genes
4930550C14Rik,1.535895,5.9916067,9.815400614599681e-07,Other Genes
4930555F03Rik,-0.49402973,2.3452735,1.7825220122592684e-07,Other Genes
4930556J24Rik,1.0421113,2.9872692,5.493290180684333e-07,Other Genes
4930558K02Rik,-0.040584113,3.1660092,3.352626696473453e-08,Other Genes
4930562C15Rik,2.5958223,4.0339966,2.0622088063202715e-06,Other Genes
4930563M21Rik,-0.38529786,4.095348,7.882044840815814e-08,Other Genes
4930564D02Rik,-0.4289393,2.204693,4.545130916841255e-08,Other Genes
4930568D16Rik,-0.98260254,3.7834127,2.027948037132378e-08,Other Genes
4930579F01Rik,1.463889,2.6588416,3.7478904246222244e-07,Other Genes
4930579G24Rik,0.64824426,3.2893205,7.004225613538724e-05,Other Genes
4930597O21Rik,2.4045043,3.0306802,2.446001992840691e-08,Other Genes
4931400O07Rik,0.7757702,2.9113042,5.678011552618076e-09,Other Genes
4931406C07Rik,1.2045472,4.3417883,1.599129392674172e-05,Other Genes
4931414P19Rik,-0.5111965,2.7878513,3.8551405993052505e-06,Other Genes
4931422A03Rik,2.1105618,5.5407677,1.6736295564755093e-07,Other Genes
4931429L15Rik,2.0946677,4.987185,4.991885054161277e-09,Other Genes
4931440P22Rik,0.23778082,4.074006,1.4850208222624096e-07,Other Genes
4932414N04Rik,0.9322529,4.0217924,1.4029550347170876e-06,Other Genes
4932416K20Rik,2.0469797,4.175912,1.811844755574589e-08,Other Genes
4933402D24Rik,-0.010040469,4.9200535,4.298795848543151e-07,Other Genes
4933402N03Rik,1.7435523,6.0864315,1.414952898679047e-08,Other Genes
4933407L21Rik,1.5136482,2.9661524,3.1535332472638117e-07,Other Genes
4933411K16Rik,1.5108134,4.278952,7.177165094760203e-09,Other Genes
4933427D06Rik,1.6468643,2.3055303,8.604345803739434e-08,Other Genes
4933427D14Rik,2.0216963,2.9027836,1.8020325280961848e-05,Other Genes
4933427G23Rik,-0.80514675,4.4297404,1.333501468339946e-06,Other Genes
4933428G20Rik,-0.52646667,2.685665,1.8959330111426038e-07,Other Genes
4933430I17Rik,1.6631063,1.8119692,5.737519286366872e-07,Other Genes
4933434E20Rik,-0.016099526,4.5938096,0.0033029336953528275,Other Genes
5031439G07Rik,1.11807,5.0246134,5.903134495237051e-05,Other Genes
5530401A14Rik,-0.6433975,5.420274,1.8120446813119893e-07,Other Genes
5730409E04Rik,1.5494126,5.2047105,6.885926699094987e-06,Other Genes
5730416F02Rik,0.2515357,3.0074203,2.0786504503720015e-07,Other Genes
5730455P16Rik,2.6073675,3.7493837,5.0718645668052306e-05,Other Genes
5730507C01Rik,2.3871884,2.3463366,3.5936222668241917e-07,Other Genes
5730522E02Rik,2.060087,3.5799062,1.5263574622765275e-08,Other Genes
5830417I10Rik,0.37543765,2.6423767,1.408773839488569e-05,Other Genes
6030445D17Rik,-0.6604678,4.427997,1.352901863845664e-07,Other Genes
6030458C11Rik,1.8582788,3.4503057,5.422883588193303e-05,Other Genes
6030468B19Rik,2.5196302,3.359278,3.848021832274473e-07,Other Genes
6030498E09Rik,1.6088119,5.981464,3.0450860927735984e-08,Other Genes
6330549D23Rik,2.6471002,3.478505,2.495876247660224e-06,Other Genes
6430548M08Rik,-0.5650615,5.514844,1.804616203614519e-05,Other Genes
6430550D23Rik,0.2123196,6.0217423,2.737054873183649e-06,Other Genes
6430571L13Rik,-0.20787121,3.1653106,2.3064834311281212e-08,Other Genes
6820431F20Rik,0.036252625,3.5035808,5.9184470381552686e-05,Other Genes
9030624G23Rik,-0.26822272,2.1309958,1.1082023080281429e-07,Other Genes
9130008F23Rik,0.8697652,3.5446777,7.399162861131347e-06,Other Genes
9130230L23Rik,1.2840552,4.8110623,1.8195682769135532e-05,Other Genes
9230109A22Rik,-0.681271,4.9068594,3.8308866333577275e-07,Other Genes
9230112D13Rik,2.7548301,4.2562776,5.749044137050948e-07,Other Genes
9330159F19Rik,-0.23808937,3.7068815,1.5542697985566912e-07,Other Genes
9430015G10Rik,2.2176251,3.9939246,2.588483914433645e-05,Other Genes
9430038I01Rik,2.0395722,2.446136,4.946338982705507e-05,Other Genes
9430041J12Rik,1.9396415,4.081033,4.471637662676912e-08,Other Genes
9530068E07Rik,1.9968035,5.5209813,0.0002544402631900193,Other Genes
9830107B12Rik,1.198216,4.1254168,3.4416548087871e-08,Other Genes
9930012K11Rik,0.61999184,3.680136,1.430877445833122e-05,Other Genes
9930022D16Rik,0.89502054,6.0015745,4.3530711915369395e-07,Other Genes
9930111J21Rik1,-0.58530307,3.7105584,9.96006768909052e-07,Other Genes
9930111J21Rik2,1.6294585,4.0584135,1.403203168301559e-05,Other Genes
A130010J15Rik,1.1309607,3.6681018,2.499354883469857e-05,Other Genes
A1BG,1.0898399,4.0849633,1.2543710810303297e-05,Other Genes
A1BG-AS1,1.021883,5.403862,1.2838405194568131e-06,Other Genes
A1CF,0.85858566,3.4244719,1.755626586479539e-08,Other Genes
A1bg,-0.75569546,5.1077614,2.8411815132778616e-08,Other Genes
A230052G05Rik,0.037426617,3.9443262,5.990391285498332e-08,Other Genes
A230083G16Rik,1.8988385,4.676768,1.2040339982510394e-07,Other Genes
A2M,0.11551927,4.619147,3.4998570191141655e-07,Other Genes
A2M-AS1,1.8754598,3.3212647,3.868868362941308e-07,Other Genes
A2ML1,-0.39329514,5.6966367,9.586906808945039e-09,Other Genes
A2ML1-AS1,0.95323974,4.385391,2.330840528992321e-09,Other Genes
A2ML1-AS2,-1.2039402,3.9436202,2.330840528992321e-09,Other Genes
A3GALT2,1.9652748,5.523312,2.330840528992321e-09,Other Genes
A430005L14Rik,0.37250254,3.8207712,6.471331592547357e-05,Other Genes
A430033K04Rik,0.9236782,3.1410081,1.0412599210930179e-05,Other Genes
A4GALT,2.5795007,2.80841,1.4930465369647212e-06,Other Genes
A4GNT,1.62978,5.6804423,1.9173813620520445e-09,Other Genes
A4galt,1.6394494,3.292862,4.846903765643573e-06,Other Genes
A530016L24Rik,1.5375621,5.0776634,4.720586234236351e-08,Other Genes
A530040E14Rik,-0.6222495,5.679434,2.002347582819318e-06,Other Genes
A530053G22Rik,1.3621799,3.5880265,3.6986382462534716e-08,Other Genes
A530064D06Rik,1.4891095,3.910214,2.715849907109337e-07,Other Genes
A630001G21Rik,1.2068015,4.892611,4.703058714389354e-05,Other Genes
A630010A05Rik,2.6280613,4.4798717,1.50283347137723e-07,Other Genes
A730049H05Rik,2.083607,4.424103,7.448855527736632e-07,Other Genes
A830005F24Rik,-0.52963495,4.2542853,1.3668792466488508e-06,Other Genes
A830018L16Rik,1.4662755,1.9492968,3.871243648894013e-06,Other Genes
A930004D18Rik,0.34364012,4.079213,4.6143643622236645e-06,Other Genes
A930016O22Rik,0.8961217,5.282703,1.7678016454901053e-07,Other Genes
A930033H14Rik,-0.0837735,3.2349977,6.582326543721876e-07,Other Genes
AA467197,-0.6874047,4.96799,1.0629963986746367e-05,Other Genes
AA474408,2.545026,3.8863547,6.000079712913064e-06,Other Genes
AA986860,0.5479401,4.232569,9.95955341812032e-07,Other Genes
AAAS,1.2736342,4.777826,1.088905747956934e-06,Other Genes
AACS,-1.1527282,4.6258407,3.540167366156715e-07,Other Genes
AADAT,1.8871537,4.062658,1.5039231276359976e-09,Other Genes
AAGAB,0.3730235,3.75016,1.8004598257646361e-06,Other Genes
AAK1,-0.7325462,4.897805,4.24754717451438e-05,Other Genes
AAMDC,1.5225328,5.0255513,2.113791105614543e-06,Other Genes
AAMP,2.5862513,4.8801255,4.069532548752856e-06,Other Genes
AANAT,0.40915003,4.925932,6.770052589654135e-10,Other Genes
AAR2,0.92686015,4.6515107,8.576680605198425e-08,Other Genes
AARD,0.1800167,6.079862,3.156087814513062e-07,Other Genes
AARS,0.061897423,4.89739,5.972656664980166e-07,Other Genes
AARS2,0.2084436,1.6972015,1.0693733302862784e-06,Other Genes
AARSD1,2.6162205,4.796592,1.9058618046676097e-06,Other Genes
AASDH,1.8832084,2.9955497,6.305329742793729e-07,Other Genes
AASDHPPT,0.51302516,4.3503714,5.051706045917995e-06,Other Genes
AASS,-0.99131006,3.3964462,5.071244882566298e-07,Other Genes
AATBC,2.2036667,3.1244047,2.308211645782347e-07,Other Genes
AATF,-0.6272276,3.0470505,1.1045951814402314e-06,Other Genes
AATK,-0.34862658,2.3359776,1.0155201684640836e-05,Other Genes
AB124611,1.2355298,4.470306,3.137592669704456e-05,Other Genes
ABALON,2.8727775,5.2971363,2.8056409657256357e-07,Other Genes
ABAT,0.30139098,3.912513,1.9209842688389845e-06,Other Genes
ABCA1,0.84472877,6.1277595,5.6281376673681204e-05,Other Genes
ABCA10,0.8007106,4.4069114,8.744048961509925e-08,Other Genes
ABCA12,1.4091967,2.6669064,1.9173813620520445e-09,Other Genes
ABCA13,1.633828,2.5686367,2.0954855484060126e-07,Other Genes
ABCA2,1.447105,3.7105787,3.835064698671093e-07,Other Genes
ABCA3,1.3673425,3.9199555,1.366611721685295e-07,Other Genes
ABCA4,0.22460367,3.1659966,2.330840528992321e-09,Other Genes
ABCA5,1.3745732,2.7975748,1.5185615396190836e-06,Other Genes
ABCA6,2.0254273,4.771926,3.216596948484241e-06,Other Genes
ABCA7,2.7806466,3.490751,1.5595491080937065e-06,Other Genes
ABCA8,1.0482806,2.2424288,1.0413824211236603e-08,Other Genes
ABCA9,1.8863783,5.161999,2.2830876806005942e-07,Other Genes
ABCA9-AS1,-0.555426,5.0804844,6.992521586933123e-09,Other Genes
ABCB1,1.3333545,5.0636363,3.969628351654224e-06,Other Genes
ABCB10,2.7407317,4.806256,7.217550676856268e-07,Other Genes
ABCB11,3.0006142,2.2861807,2.4880504136827063e-07,Other Genes
ABCB4,0.28497887,3.324794,3.653204606353297e-07,Other Genes
ABCB5,0.71817607,2.8886473,2.3173009682160812e-07,Other Genes
ABCB6,2.1870627,3.103993,6.73368480679366e-07,Other Genes
ABCB7,1.0387744,6.3165846,1.0878740938691214e-07,Other Genes
ABCB8,-0.8945428,3.433606,1.1565049196421645e-06,Other Genes
ABCB9,0.51837885,4.4459853,1.2508445164243244e-07,Other Genes
ABCC1,-0.38130516,2.867302,5.01402718439753e-07,Other Genes
ABCC10,1.2159349,3.296181,3.033886072368954e-07,Other Genes
ABCC11,1.2893883,5.4186645,5.4849714322476553e-08,Other Genes
ABCC2,0.7466207,3.2567127,7.24107616239041e-08,Other Genes
ABCC3,-0.28577265,2.6300995,1.8188658247179707e-05,Other Genes
ABCC4,1.4774661,6.3365717,1.5757521933371997e-06,Other Genes
ABCC5,1.6770034,4.0540185,5.264867213544766e-06,Other Genes
ABCC5-AS1,0.4278441,4.5601277,6.579061487351712e-09,Other Genes
ABCC6,-0.44626257,4.4612074,2.2669122531869432e-07,Other Genes
ABCC8,0.94063455,1.4554305,2.7443010948358466e-09,Other Genes
ABCC9,2.7347004,2.80362,2.5902787248465652e-08,Other Genes
ABCD1,-0.9706777,4.568971,1.2643596348308546e-06,Other Genes
ABCD2,-0.032717027,3.8661766,9.177946633141392e-07,Other Genes
ABCD3,1.396966,3.3184662,5.1701025965160095e-06,Other Genes
ABCD4,2.5911615,3.2572718,8.887096585283795e-07,Other Genes
ABCE1,0.1545996,4.3966374,2.4931638517815246e-06,Other Genes
ABCF1,0.732504,2.0483713,7.002764674329603e-06,Other Genes
ABCF2,0.25716442,5.537086,5.950834740830326e-08,Other Genes
ABCF3,1.6360005,5.067791,1.4541994513621968e-06,Other Genes
ABCG1,2.4372816,1.9814647,1.2859599980401445e-06,Other Genes
ABCG2,0.95548373,2.7619102,1.2308961380489464e-07,Other Genes
ABCG5,0.68086916,4.5113854,1.8910267060187353e-08,Other Genes
ABCG8,3.172896,4.8269057,3.740238017310756e-08,Other Genes
ABHD1,0.19252753,3.651902,1.4925592512259258e-07,Other Genes
ABHD10,0.43091944,4.316007,3.4512531101244777e-06,Other Genes
ABHD11,2.0287523,4.3541684,1.8696912729364629e-06,Other Genes
ABHD12,0.31959924,4.1575117,1.618863965399386e-05,Other Genes
ABHD12B,1.2092032,3.387401,2.1809283850670264e-09,Other Genes
ABHD13,-0.79433453,5.4194875,1.400548838857534e-06,Other Genes
ABHD14A,-0.9992356,3.3636189,2.2642098914745615e-06,Other Genes
ABHD14B,0.29782334,4.242783,2.7638169759063527e-06,Other Genes
ABHD15,0.786223,3.8434403,1.523791204820022e-06,Other Genes
ABHD15-AS1,1.7730967,5.4254084,1.0770945825633619e-07,Other Genes
ABHD16A,3.2072537,3.0920403,4.376434739197081e-06,Other Genes
ABHD16B,2.1651835,3.062099,5.488602189306365e-09,Other Genes
ABHD17A,-0.1808568,3.1760507,8.181141710850279e-06,Other Genes
ABHD17B,-0.6869319,5.5016246,9.321084166650604e-07,Other Genes
ABHD17C,0.90233475,3.5817099,2.5406074362789023e-06,Other Genes
ABHD18,1.2443304,2.6153429,1.1581466453855953e-06,Other Genes
ABHD2,-0.06056585,2.0471826,1.161432155317419e-05,Other Genes
ABHD3,0.55637,4.397931,8.458286732279543e-06,Other Genes
ABHD4,-0.5886838,3.8691828,1.585650432271215e-06,Other Genes
ABHD5,2.3839316,5.3740907,1.4767103317181462e-06,Other Genes
ABHD6,0.16145737,2.8185546,3.1427168755198956e-06,Other Genes
ABHD8,2.6846635,5.8036737,2.5901166586966372e-06,Other Genes
ABI1,1.6120898,2.8644826,1.078980521648944e-05,Other Genes
ABI2,0.038829654,4.336978,2.651069290435449e-06,Other Genes
ABI3,1.2935886,3.9618466,1.8420646065178694e-05,Other Genes
ABI3BP,2.646186,4.1221147,1.1150319417361292e-07,Other Genes
ABITRAM,2.3644595,4.815665,6.107330682727963e-07,Other Genes
ABL1,-0.8248089,5.0234337,2.7305956142810118e-06,Other Genes
ABL2,1.9487563,3.0126595,1.3389856907884368e-05,Other Genes
ABLIM1,-0.38755494,3.9588406,4.69863536392238e-06,Other Genes
ABLIM2,0.62572473,2.6349423,8.782236256703932e-08,Other Genes
ABLIM3,1.3359984,3.2626631,1.876035817688197e-08,Other Genes
ABO,-0.85366756,3.7829309,7.35690903265743e-08,Other Genes
ABR,2.7754126,5.3067904,1.0838670387576357e-05,Other Genes
ABRA,0.726545,2.969724,8.763140456665825e-08,Other Genes
ABRACL,0.9091001,5.1737127,1.8846645018725445e-05,Other Genes
ABRAXAS1,-0.111938655,3.6460748,2.7667592313302684e-07,Other Genes
ABRAXAS2,0.4410136,4.4904017,7.990936724294188e-07,Other Genes
ABT1,1.8081367,3.8207986,6.413292603174901e-07,Other Genes
ABTB1,-0.10352864,5.6031895,5.013120975277991e-06,Other Genes
ABTB2,1.2385241,2.4201858,2.7919702331557834e-06,Other Genes
AC000032.1,1.0208957,2.4215724,1.0229344554807859e-07,Other Genes
AC000035.1,2.6564198,4.951083,2.330840528992321e-09,Other Genes
AC000036.1,0.51883113,6.1212893,4.248221424709186e-09,Other Genes
AC000058.1,-0.71990234,4.0817018,4.661681057970029e-09,Other Genes
AC000065.1,0.4547748,3.0677578,1.7329041722882728e-08,Other Genes
AC000065.2,1.4584647,5.255376,3.7670621966950864e-08,Other Genes
AC000068.1,0.70352656,2.820433,8.699071840353357e-08,Other Genes
AC000068.2,-0.20647246,3.9920423,2.63547023847937e-10,Other Genes
AC000068.3,-0.1579585,3.9132082,5.19192116912717e-08,Other Genes
AC000072.1,2.6969981,3.9192739,5.075141623755102e-09,Other Genes
AC000085.1,1.579699,4.029076,1.0000365976586748e-08,Other Genes
AC000120.1,1.0375415,2.0781143,4.018767287835971e-08,Other Genes
AC000123.1,2.2710109,3.1754735,2.2631407953263604e-08,Other Genes
AC000124.1,0.08526096,3.009831,6.579061487351712e-09,Other Genes
AC000403.1,2.7416568,4.114833,1.0162121946959027e-07,Other Genes
AC001226.1,-0.49961466,5.1389904,8.53005645050825e-08,Other Genes
AC002044.1,-0.15481533,2.2024148,4.0228730764077044e-08,Other Genes
AC002059.1,0.852222,6.0656214,2.1318466520970925e-08,Other Genes
AC002069.2,-0.04774086,3.7029583,5.075141623755102e-09,Other Genes
AC002070.1,1.6831269,5.6586423,1.1654202644815474e-08,Other Genes
AC002074.1,1.4084008,5.5470448,3.537606896475464e-08,Other Genes
AC002076.1,-0.2853064,4.5473466,4.661681057970029e-09,Other Genes
AC002091.1,-0.030319026,4.379916,3.4058385974458195e-08,Other Genes
AC002091.2,1.5051168,4.821799,4.223635315592808e-07,Other Genes
AC002094.2,-0.55349267,3.1465554,2.759293377836201e-08,Other Genes
AC002094.4,2.6861515,3.0214539,5.6249594102127186e-08,Other Genes
AC002115.1,-0.026097689,2.7399046,4.661681057970029e-09,Other Genes
AC002116.2,2.4172258,2.3428435,8.177039834566909e-08,Other Genes
AC002128.1,1.0976033,2.8613875,5.327322124772961e-08,Other Genes
AC002128.2,2.4497125,4.4634676,9.323362115881605e-09,Other Genes
AC002306.1,2.3128953,2.9890966,5.44760645151974e-09,Other Genes
AC002310.1,1.1790168,4.001503,7.050330240333281e-07,Other Genes
AC002310.2,0.3529329,2.2603605,5.5604060378870835e-08,Other Genes
AC002347.1,2.6082315,3.3734517,1.0940918716149035e-08,Other Genes
AC002351.1,-0.7419165,3.0657969,6.579061487351712e-09,Other Genes
AC002375.1,2.1708472,5.6365457,6.579061487351712e-09,Other Genes
AC002377.1,-0.68613183,4.3407,2.891063256862688e-08,Other Genes
AC002378.1,2.9217772,4.9804916,6.992521586933123e-09,Other Genes
AC002383.1,2.2095776,5.138201,3.571223624958527e-09,Other Genes
AC002398.1,0.47150022,2.9259667,2.8383546912143932e-08,Other Genes
AC002398.2,-0.48755088,3.7413418,4.661681057970029e-09,Other Genes
AC002401.1,0.72324497,1.8902376,1.3985043173734727e-08,Other Genes
AC002401.2,1.8245419,5.7141,2.330840528992321e-09,Other Genes
AC002401.4,-0.36549667,5.414541,1.5039226612569776e-09,Other Genes
